Video_ID,min_avg_bpms,max_avg_bpms,total_blinks,total_face_touches,total_lip_compressions,angry,fear,happy,neutral,sad,surprise,total_mood_changes,heart_rate_diff,label
trial_lie_040,60.0,70.0,1.9333333333333333,0.0,0,0.65,0.0,0.0,0.35,0.0,0.0,49,10.0,1
trial_lie_041,58.0,80.0,1.3666666666666667,0.0,0,0.495,0.0,0.0,0.505,0.0,0.0,84,22.0,1
trial_lie_042,68.0,74.0,2.566666666666667,0.0,0,0.56,0.0,0.015,0.37666666666666665,0.023333333333333334,0.025,59,6.0,1
trial_lie_043,86.0,90.0,1.1,0.0,0,0.15,0.7666666666666667,0.0,0.013333333333333334,0.07,0.0,12,4.0,1
trial_lie_044,58.0,64.0,2.1,0.0,0,0.065,0.76,0.02,0.0,0.155,0.0,6,6.0,1
trial_lie_046,60.0,70.0,4.366666666666666,0.0,0,0.02,0.07555555555555556,0.035555555555555556,0.7866666666666666,0.06222222222222222,0.02,42,10.0,1
trial_lie_047,60.0,70.0,1.9333333333333333,0.0,0,0.085,0.0,0.24,0.475,0.185,0.015,23,10.0,1
trial_lie_051,60.0,70.0,0.1,0.0,0,0.25,0.0,0.15,0.22,0.36,0.02,16,10.0,1
trial_lie_052,58.0,108.0,5.666666666666667,0.0,1,0.5111111111111111,0.043333333333333335,0.04111111111111111,0.27555555555555555,0.10888888888888888,0.02,83,50.0,1
trial_lie_054,63.0,63.0,1.2333333333333334,0.0,0,0.67,0.02,0.0,0.05,0.09666666666666666,0.16333333333333333,24,0.0,1
trial_lie_055,58.0,90.0,0.36666666666666664,0.0,0,0.119,0.504,0.031,0.026,0.04,0.28,98,32.0,1
trial_lie_056,61.0,66.0,0.0,0.0,0,0.1625,0.125,0.0325,0.5675,0.02,0.0925,15,5.0,1
trial_lie_057,60.0,96.0,0.0,0.0,0,0.25,0.0,0.022,0.682,0.042,0.004,45,36.0,1
trial_lie_058,58.0,86.0,0.0,0.0,0,0.43857142857142856,0.04285714285714286,0.22142857142857142,0.18571428571428572,0.03,0.08142857142857143,67,28.0,1
trial_lie_061,60.0,70.0,0.3333333333333333,0.0,0,0.55,0.2,0.04,0.21,0.0,0.0,12,10.0,1
trial_truth_001,73.0,89.0,0.0,0.0,2,0.14,0.68,0.055,0.0,0.05,0.075,28,16.0,0
trial_truth_002,65.0,89.0,0.0,0.0,4,0.6383333333333333,0.15833333333333333,0.14,0.005,0.008333333333333333,0.05,55,24.0,0
trial_truth_003,60.0,72.0,0.3333333333333333,0.0,11,0.845,0.05,0.065,0.0225,0.0,0.0175,20,12.0,0
trial_truth_004,58.0,107.0,1.5333333333333334,0.0,3,0.8228,0.0816,0.05,0.0092,0.0364,0.0,103,49.0,0
trial_truth_005,58.0,108.0,0.43333333333333335,0.0,5,0.899,0.038,0.014,0.03,0.019,0.0,28,50.0,0
trial_truth_006,61.0,95.0,0.0,0.0,0,0.80125,0.02625,0.14125,0.01875,0.0125,0.0,30,34.0,0
trial_truth_007,58.0,86.0,0.0,0.0,3,0.9035,0.0425,0.0225,0.0085,0.023,0.0,59,28.0,0
trial_truth_008,58.0,71.0,1.1666666666666667,0.0,0,0.6954545454545454,0.0,0.24454545454545454,0.06,0.0,0.0,106,13.0,0
trial_truth_009,59.0,84.0,0.4,0.0,1,0.745,0.013333333333333334,0.09666666666666666,0.145,0.0,0.0,66,25.0,0
trial_truth_010,60.0,97.0,0.3333333333333333,0.0,5,0.2968181818181818,0.0018181818181818182,0.038636363636363635,0.42363636363636364,0.2390909090909091,0.0,302,37.0,0
trial_truth_011,74.0,105.0,1.6666666666666667,0.0,0,0.46166666666666667,0.0,0.03166666666666667,0.4091666666666667,0.0975,0.0,151,31.0,0
trial_truth_012,59.0,106.0,0.43333333333333335,0.0,1,0.6255555555555555,0.0,0.04111111111111111,0.30444444444444446,0.028888888888888888,0.0,64,47.0,0
trial_truth_013,58.0,77.0,0.0,0.0,0,0.14375,0.0,0.05375,0.54625,0.25625,0.0,82,19.0,0
trial_truth_014,60.0,70.0,0.0,0.0,0,0.115,0.0,0.005,0.825,0.055,0.0,20,10.0,0
trial_truth_015,58.0,91.0,1.0666666666666667,0.0,0,0.6545454545454545,0.0,0.08,0.23545454545454544,0.03,0.0,141,33.0,0
trial_truth_018,60.0,61.0,0.0,0.0,0,0.09,0.0,0.0,0.56,0.35,0.0,13,1.0,0
trial_truth_019,61.0,94.0,3.933333333333333,0.0,12,0.0625,0.0,0.0,0.9075,0.03,0.0,13,33.0,0
trial_truth_020,81.0,81.0,1.2333333333333334,0.0,5,0.24,0.01,0.12,0.24,0.23,0.16,10,0.0,0
trial_truth_021,64.0,81.0,0.5666666666666667,0.0,0,0.22,0.09666666666666666,0.09333333333333334,0.0,0.5366666666666666,0.05333333333333334,24,17.0,0
trial_truth_022,61.0,76.0,3.1666666666666665,0.0,0,0.8488888888888889,0.0811111111111111,0.017777777777777778,0.0,0.052222222222222225,0.0,65,15.0,0
trial_truth_023,62.0,66.0,0.3333333333333333,0.0,0,0.9466666666666667,0.008333333333333333,0.03166666666666667,0.0,0.013333333333333334,0.0,17,4.0,0
trial_truth_024,62.0,62.0,0.3333333333333333,0.0,42,0.5914285714285714,0.024285714285714285,0.12714285714285714,0.08428571428571428,0.15571428571428572,0.017142857142857144,48,0.0,0
trial_truth_025,60.0,70.0,0.0,0.0,209,0.0325,0.62,0.0275,0.19,0.1125,0.0175,72,10.0,0
trial_truth_026,58.0,61.0,0.0,0.0,18,0.22555555555555556,0.006666666666666667,0.37555555555555553,0.3377777777777778,0.04111111111111111,0.013333333333333334,101,3.0,0
trial_truth_027,60.0,70.0,0.7333333333333333,0.0,0,0.264,0.034,0.056,0.168,0.478,0.0,68,10.0,0
trial_truth_028,60.0,70.0,0.3333333333333333,0.0,0,0.45,0.07,0.3925,0.075,0.0,0.0125,44,10.0,0
trial_truth_029,60.0,70.0,0.0,0.0,0,0.58,0.09,0.07666666666666666,0.22,0.0,0.03333333333333333,28,10.0,0
trial_truth_030,59.0,77.0,0.0,0.0,0,0.275,0.1757142857142857,0.30428571428571427,0.06642857142857143,0.0,0.17857142857142858,116,18.0,0
trial_truth_031,60.0,70.0,0.0,0.0,0,0.65,0.015,0.1375,0.1925,0.005,0.0,32,10.0,0
trial_truth_032,67.0,75.0,0.0,0.0,0,0.60375,0.2925,0.03125,0.0725,0.0,0.0,57,8.0,0
trial_truth_033,60.0,70.0,0.0,0.0,0,0.625,0.027777777777777776,0.010416666666666666,0.3368055555555556,0.0,0.0,142,10.0,0
trial_truth_034,60.0,70.0,0.0,0.0,0,0.66875,0.0125,0.0225,0.29625,0.0,0.0,80,10.0,0
trial_truth_035,60.0,90.0,0.0,0.0,0,0.8114285714285714,0.0,0.027142857142857142,0.16142857142857142,0.0,0.0,60,30.0,0
trial_truth_036,70.0,81.0,0.8,0.0,0,0.8833333333333333,0.0,0.03222222222222222,0.08444444444444445,0.0,0.0,45,11.0,0
trial_truth_037,60.0,70.0,1.0333333333333334,0.0,0,0.12666666666666668,0.006666666666666667,0.15833333333333333,0.6633333333333333,0.041666666666666664,0.0033333333333333335,39,10.0,0
trial_truth_038,59.0,59.0,1.3333333333333333,0.0,0,0.3525,0.0,0.05,0.5975,0.0,0.0,56,0.0,0
trial_truth_039,60.0,72.0,1.6,0.0,0,0.88,0.0,0.0325,0.07375,0.01,0.00375,28,12.0,0
trial_truth_040,58.0,84.0,1.1666666666666667,0.0,0,0.66,0.28875,0.0,0.0,0.0075,0.04375,51,26.0,0
trial_truth_042,58.0,131.0,0.0,0.0,0,0.575,0.2833333333333333,0.01,0.0,0.008333333333333333,0.12333333333333334,54,73.0,0
trial_truth_043,60.0,70.0,0.0,0.0,0,0.6,0.03,0.155,0.215,0.0,0.0,36,10.0,0
trial_truth_044,60.0,70.0,0.0,0.0,0,0.265,0.0,0.32,0.395,0.0,0.02,28,10.0,0
trial_truth_045,60.0,70.0,0.0,0.0,0,0.05333333333333334,0.08,0.30666666666666664,0.16,0.0,0.4,56,10.0,0
trial_truth_046,60.0,70.0,0.0,0.0,0,0.195,0.2525,0.065,0.235,0.005,0.2475,66,10.0,0
trial_truth_047,60.0,70.0,0.0,0.0,0,0.39666666666666667,0.24,0.07666666666666666,0.11666666666666667,0.0,0.17,45,10.0,0
trial_truth_048,60.0,70.0,0.0,0.0,0,0.125,0.01,0.08,0.54,0.02,0.225,33,10.0,0
trial_truth_049,60.0,70.0,0.0,0.0,0,0.08666666666666667,0.08,0.6566666666666666,0.056666666666666664,0.0,0.12,24,10.0,0
trial_truth_050,58.0,96.0,0.0,0.0,0,0.24428571428571427,0.33,0.18428571428571427,0.12285714285714286,0.0,0.11857142857142858,82,38.0,0
trial_truth_051,62.0,82.0,1.2666666666666666,0.0,0,0.2542857142857143,0.11428571428571428,0.008571428571428572,0.38142857142857145,0.054285714285714284,0.18714285714285714,59,20.0,0
trial_truth_052,58.0,66.0,1.2,0.0,0,0.06,0.06555555555555556,0.0,0.6544444444444445,0.20333333333333334,0.016666666666666666,41,8.0,0
trial_truth_053,68.0,68.0,0.0,0.0,0,0.055,0.0,0.01875,0.91375,0.0125,0.0,34,0.0,0
trial_truth_054,60.0,70.0,0.3,0.0,0,0.015714285714285715,0.7785714285714286,0.0,0.015714285714285715,0.18714285714285714,0.002857142857142857,37,10.0,0
trial_truth_055,58.0,84.0,0.3333333333333333,0.0,0,0.0033333333333333335,0.42,0.03888888888888889,0.0,0.5377777777777778,0.0,74,26.0,0
trial_truth_056,58.0,64.0,1.0333333333333334,0.0,0,0.006,0.55,0.018,0.0,0.426,0.0,115,6.0,0
trial_truth_057,59.0,62.0,0.0,0.0,1,0.3181818181818182,0.06,0.27454545454545454,0.3327272727272727,0.01090909090909091,0.0036363636363636364,103,3.0,0
trial_truth_058,60.0,70.0,0.0,0.0,0,0.195,0.0,0.7033333333333334,0.06166666666666667,0.0,0.04,47,10.0,0
trial_truth_059,59.0,63.0,0.3333333333333333,0.0,0,0.2111111111111111,0.04888888888888889,0.6566666666666666,0.03888888888888889,0.014444444444444444,0.03,68,4.0,0
trial_truth_060,66.0,67.0,1.4333333333333333,0.0,0,0.54,0.0,0.022,0.438,0.0,0.0,55,1.0,0
